Order_ID,Customer_ID,Platform,Order_date_&_time,Delivery_Time(Minutes),Product_Category,Order_Value(INR),Customer_Feedback,Service_Rating,Delivery_Delay,Refund_Requested
ORD000133,CUST3646,Blinkit,2025-03-10 06:29:30,29.0,Beverages,580.0,Very satisfied with the service.,5.0,No,No
ORD000135,CUST9689,JioMart,2025-03-10 07:29:30,33.0,Dairy,472.0,"Not fresh, disappointed.",2.0,No,Yes
ORD000139,CUST1319,JioMart,2025-03-10 02:29:30,25.0,Snacks,220.0,Delivery person was rude.,2.0,No,Yes
ORD000141,CUST6947,JioMart,2025-03-10 20:29:30,15.0,Dairy,517.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000142,CUST6038,JioMart,2025-03-10 21:29:30,27.0,Dairy,244.0,Good quality products.,4.0,No,No
ORD000145,CUST4946,Blinkit,2025-03-10 11:29:30,42.0,Personal Care,959.0,Delivery person was rude.,2.0,Yes,Yes
ORD000146,CUST2290,JioMart,2025-03-10 01:29:30,32.0,Snacks,155.0,"Very late delivery, not happy.",2.0,No,Yes
ORD000147,CUST2403,JioMart,2025-03-10 08:29:30,22.0,Fruits & Vegetables,131.0,"Very late delivery, not happy.",2.0,No,Yes
ORD000148,CUST8962,JioMart,2025-03-10 13:29:30,25.0,Grocery,330.0,Delivery person was rude.,2.0,No,Yes
ORD000149,CUST2133,Blinkit,2025-03-10 15:29:30,42.0,Fruits & Vegetables,617.0,Excellent experience!,5.0,Yes,No
ORD000150,CUST9727,Blinkit,2025-03-10 11:29:30,23.0,Dairy,403.0,"Not fresh, disappointed.",2.0,No,Yes
ORD000156,CUST9645,JioMart,2025-03-10 11:29:30,22.0,Grocery,583.0,Good quality products.,4.0,No,No
ORD000159,CUST9835,Blinkit,2025-03-10 07:29:30,25.0,Beverages,683.0,Excellent experience!,5.0,No,No
ORD000162,CUST7537,JioMart,2025-03-10 06:29:30,34.0,Dairy,786.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000163,CUST7118,Swiggy Instamart,2025-03-10 17:29:30,47.0,Dairy,412.0,"Very late delivery, not happy.",2.0,Yes,Yes
ORD000167,CUST2982,Swiggy Instamart,2025-03-10 07:29:30,41.0,Snacks,145.0,Very satisfied with the service.,5.0,Yes,No
ORD000169,CUST4681,Blinkit,2025-03-10 07:29:30,42.0,Personal Care,1291.0,"Horrible experience, never ordering again.",1.0,Yes,Yes
ORD000175,CUST1117,JioMart,2025-03-10 11:29:30,29.0,Beverages,310.0,"Easy to order, loved it!",5.0,No,No
ORD000176,CUST2163,Blinkit,2025-03-10 14:29:30,25.0,Personal Care,1727.0,Excellent experience!,5.0,No,No
ORD000177,CUST1964,JioMart,2025-03-10 17:29:30,33.0,Grocery,457.0,Items missing from order.,2.0,No,Yes
ORD000179,CUST2104,Blinkit,2025-03-10 07:29:30,23.0,Dairy,307.0,"Very late delivery, not happy.",2.0,No,Yes
ORD000181,CUST6413,Blinkit,2025-03-10 00:29:30,24.0,Personal Care,1553.0,Quick and reliable!,5.0,No,No
ORD000185,CUST5562,Blinkit,2025-03-10 11:29:30,31.0,Grocery,788.0,Very satisfied with the service.,5.0,No,No
ORD000189,CUST3167,Swiggy Instamart,2025-03-10 06:29:30,51.0,Fruits & Vegetables,68.0,"Not fresh, disappointed.",2.0,Yes,Yes
ORD000193,CUST7669,Blinkit,2025-03-10 04:29:30,14.0,Fruits & Vegetables,195.0,"Very late delivery, not happy.",2.0,No,Yes
ORD000194,CUST4119,Blinkit,2025-03-10 15:29:30,28.0,Personal Care,1017.0,Packaging could be better.,3.0,No,No
ORD000195,CUST2545,JioMart,2025-03-10 13:29:30,25.0,Snacks,418.0,Quick and reliable!,5.0,No,No
ORD000198,CUST6804,JioMart,2025-03-10 07:29:30,33.0,Fruits & Vegetables,408.0,Quick and reliable!,5.0,No,No
ORD000202,CUST1887,Swiggy Instamart,2025-03-10 23:29:30,34.0,Dairy,661.0,"Fast delivery, great service!",5.0,No,No
ORD000206,CUST6559,JioMart,2025-03-10 05:29:30,31.0,Personal Care,1634.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000209,CUST4139,Blinkit,2025-03-10 05:29:30,32.0,Fruits & Vegetables,499.0,Very satisfied with the service.,5.0,No,No
ORD000214,CUST7912,Blinkit,2025-03-10 15:29:30,28.0,Dairy,226.0,Delivery person was rude.,2.0,No,Yes
ORD000215,CUST4006,Swiggy Instamart,2025-03-10 07:29:30,11.0,Grocery,585.0,Delivery person was rude.,2.0,No,Yes
ORD000223,CUST9856,Swiggy Instamart,2025-03-10 22:29:30,28.0,Dairy,560.0,"Easy to order, loved it!",5.0,No,No
ORD000227,CUST3724,Swiggy Instamart,2025-03-10 22:29:30,35.0,Snacks,76.0,"Easy to order, loved it!",5.0,No,No
ORD000231,CUST4502,JioMart,2025-03-10 03:29:30,22.0,Personal Care,1384.0,"Fast delivery, great service!",5.0,No,No
ORD000237,CUST7396,Swiggy Instamart,2025-03-10 22:29:30,36.0,Dairy,187.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000238,CUST5345,Swiggy Instamart,2025-03-10 00:29:30,25.0,Fruits & Vegetables,83.0,"Very late delivery, not happy.",2.0,No,Yes
ORD000239,CUST8454,JioMart,2025-03-10 21:29:30,44.0,Beverages,943.0,Excellent experience!,5.0,Yes,No
ORD000240,CUST5673,JioMart,2025-03-10 03:29:30,33.0,Dairy,412.0,Delivery person was rude.,2.0,No,Yes
ORD000243,CUST3536,JioMart,2025-03-10 08:29:30,37.0,Beverages,581.0,Packaging could be better.,3.0,No,No
ORD000244,CUST4111,Swiggy Instamart,2025-03-10 03:29:30,25.0,Fruits & Vegetables,85.0,"Not fresh, disappointed.",2.0,No,Yes
ORD000245,CUST5861,Blinkit,2025-03-10 09:29:30,24.0,Snacks,426.0,Very satisfied with the service.,5.0,No,No
ORD000248,CUST9883,JioMart,2025-03-10 09:29:30,22.0,Grocery,431.0,"Fast delivery, great service!",5.0,No,No
ORD000250,CUST6138,JioMart,2025-03-10 23:29:30,40.0,Personal Care,1178.0,Quick and reliable!,5.0,No,No
ORD000254,CUST9238,Blinkit,2025-03-10 20:29:30,6.0,Beverages,404.0,Good quality products.,4.0,No,No
ORD000256,CUST3579,JioMart,2025-03-10 14:29:30,27.0,Dairy,738.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000257,CUST1931,Swiggy Instamart,2025-03-10 13:29:30,53.0,Dairy,626.0,"Easy to order, loved it!",5.0,Yes,No
ORD000260,CUST4044,Blinkit,2025-03-10 08:29:30,22.0,Fruits & Vegetables,402.0,Quick and reliable!,5.0,No,No
ORD000262,CUST2113,Swiggy Instamart,2025-03-10 01:29:30,29.0,Grocery,683.0,Very satisfied with the service.,5.0,No,No
ORD000263,CUST4853,JioMart,2025-03-10 07:29:30,14.0,Dairy,299.0,Packaging could be better.,3.0,No,No
ORD000264,CUST7615,JioMart,2025-03-10 11:29:30,9.0,Personal Care,878.0,Items missing from order.,2.0,No,Yes
ORD000268,CUST2343,JioMart,2025-03-10 01:29:30,33.0,Grocery,535.0,Items missing from order.,2.0,No,Yes
ORD000270,CUST9565,Blinkit,2025-03-10 21:29:30,28.0,Snacks,400.0,"Not fresh, disappointed.",2.0,No,Yes
ORD000272,CUST5272,Swiggy Instamart,2025-03-10 11:29:30,41.0,Beverages,644.0,"Easy to order, loved it!",5.0,Yes,No
ORD000280,CUST8491,Blinkit,2025-03-10 12:29:30,22.0,Fruits & Vegetables,86.0,"Easy to order, loved it!",5.0,No,No
ORD000283,CUST1152,JioMart,2025-03-10 11:29:30,31.0,Personal Care,1910.0,Delivery person was rude.,2.0,No,Yes
ORD000284,CUST8508,Swiggy Instamart,2025-03-10 05:29:30,10.0,Fruits & Vegetables,260.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000286,CUST2200,JioMart,2025-03-10 15:29:30,28.0,Personal Care,446.0,Packaging could be better.,3.0,No,No
ORD000287,CUST9808,Blinkit,2025-03-10 15:29:30,23.0,Grocery,1474.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000288,CUST4492,Swiggy Instamart,2025-03-10 03:29:30,30.0,Snacks,126.0,Wrong item delivered.,1.0,No,Yes
ORD000294,CUST5002,Blinkit,2025-03-10 12:29:30,42.0,Dairy,564.0,Items missing from order.,2.0,Yes,Yes
ORD000296,CUST5669,Swiggy Instamart,2025-03-10 10:29:30,23.0,Fruits & Vegetables,558.0,Items missing from order.,2.0,No,Yes
ORD000297,CUST3584,Swiggy Instamart,2025-03-10 11:29:30,34.0,Fruits & Vegetables,219.0,Very satisfied with the service.,5.0,No,No
ORD000298,CUST8179,Swiggy Instamart,2025-03-10 05:29:30,26.0,Beverages,969.0,"Very late delivery, not happy.",2.0,No,Yes
ORD000299,CUST9900,Swiggy Instamart,2025-03-10 22:29:30,43.0,Dairy,398.0,Excellent experience!,5.0,Yes,No
ORD000300,CUST5956,Swiggy Instamart,2025-03-10 15:29:30,23.0,Snacks,265.0,"Not fresh, disappointed.",2.0,No,Yes
ORD000301,CUST9666,JioMart,2025-03-10 17:29:30,38.0,Dairy,613.0,Good quality products.,4.0,No,No
ORD000305,CUST3200,Blinkit,2025-03-10 03:29:30,36.0,Personal Care,1864.0,Very satisfied with the service.,5.0,No,No
ORD000308,CUST2753,JioMart,2025-03-10 04:29:30,10.0,Fruits & Vegetables,390.0,Excellent experience!,5.0,No,No
ORD000311,CUST5616,Blinkit,2025-03-10 17:29:30,27.0,Beverages,689.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000319,CUST1832,Swiggy Instamart,2025-03-10 21:29:30,20.0,Snacks,460.0,Quick and reliable!,5.0,No,No
ORD000320,CUST2512,Swiggy Instamart,2025-03-10 06:29:30,36.0,Beverages,382.0,Packaging could be better.,3.0,No,No
ORD000321,CUST7939,Blinkit,2025-03-10 09:29:30,40.0,Beverages,739.0,Delivery person was rude.,2.0,No,Yes
ORD000322,CUST5533,JioMart,2025-03-10 07:29:30,38.0,Beverages,825.0,Items missing from order.,2.0,No,Yes
ORD000325,CUST6464,JioMart,2025-03-10 21:29:30,27.0,Personal Care,1586.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000327,CUST5291,Blinkit,2025-03-10 01:29:30,10.0,Personal Care,551.0,Packaging could be better.,3.0,No,No
ORD000329,CUST8239,Blinkit,2025-03-10 04:29:30,46.0,Personal Care,587.0,"Easy to order, loved it!",5.0,Yes,No
ORD000330,CUST8007,JioMart,2025-03-10 07:29:30,39.0,Dairy,157.0,Excellent experience!,5.0,No,No
ORD000331,CUST1158,Blinkit,2025-03-10 21:29:30,32.0,Dairy,210.0,"Easy to order, loved it!",5.0,No,No
ORD000332,CUST2832,Blinkit,2025-03-10 01:29:30,18.0,Dairy,406.0,"Easy to order, loved it!",5.0,No,No
ORD000334,CUST3442,JioMart,2025-03-10 03:29:30,28.0,Fruits & Vegetables,83.0,Packaging could be better.,3.0,No,No
ORD000337,CUST7049,Blinkit,2025-03-10 19:29:30,19.0,Snacks,173.0,"Very late delivery, not happy.",2.0,No,Yes
ORD000338,CUST3426,Swiggy Instamart,2025-03-10 04:29:30,61.0,Fruits & Vegetables,95.0,"Easy to order, loved it!",5.0,Yes,No
ORD000341,CUST1685,Blinkit,2025-03-10 11:29:30,30.0,Dairy,317.0,Packaging could be better.,3.0,No,No
ORD000345,CUST6862,Blinkit,2025-03-10 21:29:30,30.0,Fruits & Vegetables,89.0,Wrong item delivered.,1.0,No,Yes
ORD000349,CUST6794,Blinkit,2025-03-10 13:29:30,34.0,Beverages,377.0,"Easy to order, loved it!",5.0,No,No
ORD000350,CUST7658,JioMart,2025-03-10 14:29:30,33.0,Personal Care,213.0,Delivery person was rude.,2.0,No,Yes
ORD000351,CUST3532,JioMart,2025-03-10 03:29:30,31.0,Grocery,1063.0,"Not fresh, disappointed.",2.0,No,Yes
ORD000352,CUST4878,Blinkit,2025-03-10 01:29:30,42.0,Personal Care,1038.0,Packaging could be better.,3.0,Yes,No
ORD000353,CUST3662,JioMart,2025-03-10 18:29:30,38.0,Grocery,1457.0,Quick and reliable!,5.0,No,No
ORD000360,CUST5065,Blinkit,2025-03-10 11:29:30,35.0,Grocery,1449.0,"Very late delivery, not happy.",2.0,No,Yes
ORD000362,CUST3608,JioMart,2025-03-10 04:29:30,33.0,Fruits & Vegetables,591.0,Delivery person was rude.,2.0,No,Yes
ORD000366,CUST8711,Swiggy Instamart,2025-03-10 19:29:30,14.0,Snacks,62.0,Items missing from order.,2.0,No,Yes
ORD000368,CUST4269,JioMart,2025-03-10 07:29:30,43.0,Snacks,216.0,Good quality products.,4.0,Yes,No
ORD000369,CUST8541,Swiggy Instamart,2025-03-10 09:29:30,18.0,Dairy,641.0,Very satisfied with the service.,5.0,No,No
ORD000371,CUST6000,Swiggy Instamart,2025-03-10 09:29:30,34.0,Snacks,378.0,"Not fresh, disappointed.",2.0,No,Yes
ORD000372,CUST4728,JioMart,2025-03-10 15:29:30,39.0,Grocery,823.0,"Not fresh, disappointed.",2.0,No,Yes
ORD000375,CUST4164,Swiggy Instamart,2025-03-10 21:29:30,11.0,Fruits & Vegetables,451.0,Delivery person was rude.,2.0,No,Yes
ORD000377,CUST6378,Blinkit,2025-03-10 02:29:30,28.0,Snacks,392.0,Quick and reliable!,5.0,No,No
ORD000381,CUST6753,Swiggy Instamart,2025-03-10 08:29:30,41.0,Grocery,1016.0,Packaging could be better.,3.0,Yes,No
ORD000388,CUST5279,Swiggy Instamart,2025-03-10 04:29:30,43.0,Snacks,204.0,"Horrible experience, never ordering again.",1.0,Yes,Yes
ORD000390,CUST5349,Blinkit,2025-03-10 16:29:30,44.0,Beverages,750.0,Packaging could be better.,3.0,Yes,No
ORD000391,CUST1626,Swiggy Instamart,2025-03-10 01:29:30,36.0,Beverages,197.0,Good quality products.,4.0,No,No
ORD000393,CUST8119,Blinkit,2025-03-10 15:29:30,32.0,Personal Care,403.0,Good quality products.,4.0,No,No
ORD000396,CUST8149,Swiggy Instamart,2025-03-10 10:29:30,44.0,Dairy,598.0,"Not fresh, disappointed.",2.0,Yes,Yes
ORD000399,CUST7311,JioMart,2025-03-10 12:29:30,42.0,Personal Care,521.0,"Fast delivery, great service!",5.0,Yes,No
ORD000404,CUST1027,JioMart,2025-03-10 09:29:30,15.0,Personal Care,1757.0,Good quality products.,4.0,No,No
ORD000407,CUST4228,Blinkit,2025-03-10 05:29:30,35.0,Snacks,298.0,Wrong item delivered.,1.0,No,Yes
ORD000408,CUST6967,Swiggy Instamart,2025-03-10 22:29:30,32.0,Snacks,164.0,"Very late delivery, not happy.",2.0,No,Yes
ORD000410,CUST2146,Swiggy Instamart,2025-03-10 16:29:30,13.0,Snacks,121.0,Excellent experience!,5.0,No,No
ORD000415,CUST9308,Swiggy Instamart,2025-03-10 23:29:30,26.0,Fruits & Vegetables,204.0,Good quality products.,4.0,No,No
ORD000420,CUST5844,Swiggy Instamart,2025-03-10 23:29:30,31.0,Personal Care,1058.0,"Easy to order, loved it!",5.0,No,No
ORD000422,CUST4143,Blinkit,2025-03-10 21:29:30,33.0,Fruits & Vegetables,58.0,"Fast delivery, great service!",5.0,No,No
ORD000423,CUST7888,Blinkit,2025-03-10 13:29:30,42.0,Snacks,188.0,Quick and reliable!,5.0,Yes,No
ORD000424,CUST7211,Blinkit,2025-03-10 18:29:30,27.0,Beverages,789.0,Good quality products.,4.0,No,No
ORD000425,CUST3851,Blinkit,2025-03-10 23:29:30,37.0,Snacks,210.0,Delivery person was rude.,2.0,No,Yes
ORD000427,CUST7653,Swiggy Instamart,2025-03-10 19:29:30,26.0,Grocery,1169.0,"Not fresh, disappointed.",2.0,No,Yes
ORD000428,CUST9977,Blinkit,2025-03-10 03:29:30,34.0,Fruits & Vegetables,135.0,Items missing from order.,2.0,No,Yes
ORD000432,CUST4443,JioMart,2025-03-10 23:29:30,11.0,Dairy,299.0,Delivery person was rude.,2.0,No,Yes
ORD000440,CUST8752,JioMart,2025-03-10 12:29:30,32.0,Dairy,688.0,"Not fresh, disappointed.",2.0,No,Yes
ORD000442,CUST2389,JioMart,2025-03-10 18:29:30,47.0,Fruits & Vegetables,467.0,"Easy to order, loved it!",5.0,Yes,No
ORD000444,CUST9445,Blinkit,2025-03-10 16:29:30,21.0,Personal Care,1017.0,"Fast delivery, great service!",5.0,No,No
ORD000446,CUST2530,Blinkit,2025-03-10 22:29:30,19.0,Personal Care,323.0,Good quality products.,4.0,No,No
ORD000447,CUST4848,Swiggy Instamart,2025-03-10 17:29:30,30.0,Grocery,241.0,Quick and reliable!,5.0,No,No
ORD000452,CUST1400,Blinkit,2025-03-10 17:29:30,30.0,Snacks,292.0,Excellent experience!,5.0,No,No
ORD000456,CUST2193,JioMart,2025-03-10 21:29:30,24.0,Snacks,292.0,Good quality products.,4.0,No,No
ORD000457,CUST8461,Swiggy Instamart,2025-03-10 04:29:30,18.0,Dairy,251.0,"Fast delivery, great service!",5.0,No,No
ORD000458,CUST7790,Swiggy Instamart,2025-03-10 13:29:30,37.0,Beverages,922.0,Good quality products.,4.0,No,No
ORD000465,CUST1090,JioMart,2025-03-10 19:29:30,33.0,Personal Care,133.0,Packaging could be better.,3.0,No,No
ORD000468,CUST4585,Swiggy Instamart,2025-03-10 21:29:30,18.0,Personal Care,922.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000473,CUST5082,JioMart,2025-03-10 01:29:30,46.0,Beverages,165.0,Items missing from order.,2.0,Yes,Yes
ORD000474,CUST2988,Blinkit,2025-03-10 14:29:30,41.0,Grocery,716.0,Excellent experience!,5.0,Yes,No
ORD000475,CUST8478,Swiggy Instamart,2025-03-10 13:29:30,33.0,Grocery,963.0,Wrong item delivered.,1.0,No,Yes
ORD000480,CUST8251,JioMart,2025-03-10 16:29:30,32.0,Snacks,153.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000482,CUST7991,Swiggy Instamart,2025-03-10 04:29:30,38.0,Snacks,245.0,Good quality products.,4.0,No,No
ORD000484,CUST8305,Swiggy Instamart,2025-03-10 23:29:30,42.0,Grocery,1279.0,Packaging could be better.,3.0,Yes,No
ORD000488,CUST5246,Blinkit,2025-03-10 19:29:30,46.0,Grocery,699.0,Very satisfied with the service.,5.0,Yes,No
ORD000489,CUST5050,JioMart,2025-03-10 10:29:30,43.0,Grocery,524.0,Good quality products.,4.0,Yes,No
ORD000492,CUST8939,Swiggy Instamart,2025-03-10 11:29:30,11.0,Personal Care,410.0,"Very late delivery, not happy.",2.0,No,Yes
ORD000506,CUST4788,Blinkit,2025-03-10 08:29:30,11.0,Beverages,406.0,Delivery person was rude.,2.0,No,Yes
ORD000508,CUST3503,JioMart,2025-03-10 18:29:30,31.0,Fruits & Vegetables,294.0,"Very late delivery, not happy.",2.0,No,Yes
ORD000509,CUST4505,Swiggy Instamart,2025-03-10 03:29:30,41.0,Snacks,230.0,"Very late delivery, not happy.",2.0,Yes,Yes
ORD000510,CUST2052,Blinkit,2025-03-10 04:29:30,15.0,Snacks,281.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000511,CUST7797,JioMart,2025-03-10 13:29:30,42.0,Beverages,198.0,Excellent experience!,5.0,Yes,No
ORD000514,CUST9890,Blinkit,2025-03-10 06:29:30,17.0,Dairy,289.0,Delivery person was rude.,2.0,No,Yes
ORD000516,CUST7812,Blinkit,2025-03-10 01:29:30,11.0,Snacks,251.0,Quick and reliable!,5.0,No,No
ORD000518,CUST4388,JioMart,2025-03-10 13:29:30,31.0,Personal Care,1241.0,"Easy to order, loved it!",5.0,No,No
ORD000520,CUST7381,JioMart,2025-03-10 17:29:30,16.0,Beverages,623.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD000522,CUST7232,Blinkit,2025-03-10 21:29:30,13.0,Dairy,643.0,"Easy to order, loved it!",5.0,No,No
ORD000524,CUST1096,JioMart,2025-03-10 11:29:30,33.0,Dairy,271.0,Good quality products.,4.0,No,No
